id,case_number,allegation,ia_finding,crb_decision,unanimous_vote,date_assigned,date_presented,pd_division,complainant_race,complainant_gender,changes,crb_viewed_bwc
22-04,2021-0015,COURTESY,U,A,YES,2021-05-06,2021-07-13,NORTHERN,W,M,NO,YES
22-05,2020-0356,OIS,WP,A,YES,2021-04-14,2021-07-20,CENTRAL,H,F,NO,YES
22-06,2020-0477,DISCRIMINATION,U,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,U,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,U,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,PROCEDURE,E,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DETENTION,S,A/C,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF3 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF5 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,PROCEDURE,E,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DETENTION,S,A/C,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF3 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF5 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,PROCEDURE,E,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DETENTION,S,A/C,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF3 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF5 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,PROCEDURE,E,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DETENTION,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,SEARCH,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF2 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF6 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,PROCEDURE,E,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DETENTION,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,SEARCH,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF2 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF6 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,PROCEDURE,E,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DETENTION,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,SEARCH,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF2 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF6 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF1 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF4 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF1 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF4 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,NS,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF1 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,OF4 PROCEDURE,S,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,U,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,U,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-06,2020-0477,DISCRIMINATION,U,A,YES,2021-06-01,2021-07-20,SOUTHEASTERN,B,F,NO,YES
22-07,2020-0634,OIS,WP,A,YES,2021-05-13,2021-07-20,MID-CITY,A,M,NO,YES
22-07,2020-0634,OIS,WP,A,YES,2021-05-13,2021-07-20,MID-CITY,A,M,NO,YES
22-07,2020-0634,OIS,WP,A,YES,2021-05-13,2021-07-20,MID-CITY,A,M,NO,YES
22-08,2020-0622,DETENTION,E,A,YES,2021-03-02,2021-07-20,NORTHERN,W,M,NO,YES
22-08,2020-0622,COURTESY,U,A,YES,2021-03-02,2021-07-20,NORTHERN,W,M,NO,YES
22-08,2020-0622,DETENTION,E,A,YES,2021-03-02,2021-07-20,NORTHERN,W,M,NO,YES
22-08,2020-0622,COURTESY,U,A,YES,2021-03-02,2021-07-20,NORTHERN,W,M,NO,YES
22-08,2020-0622,OF1 PROCEDURE,S,A,YES,2021-03-02,2021-07-20,NORTHERN,W,M,NO,YES
22-08,2020-0622,OF2 PROCEDURE,S,A,YES,2021-03-02,2021-07-20,NORTHERN,W,M,NO,YES
22-09,2021-0058,FORCE,E,A,YES,2021-05-19,2021-07-27,MID-CITY,B,M,NO,YES
22-10,2020-0384,FORCE,E,A,YES,2020-12-16,2021-07-27,CENTRAL,H,F,NO,YES
22-10,2020-0384,FORCE,E,A,YES,2020-12-16,2021-07-27,CENTRAL,H,F,NO,YES
22-10,2020-0384,FORCE,E,A,YES,2020-12-16,2021-07-27,CENTRAL,H,F,NO,YES
22-10,2020-0384,FORCE,E,A,YES,2020-12-16,2021-07-27,CENTRAL,H,F,NO,YES
22-100,2020-0659,OIS,WP,A/C,YES,2021-06-17,2022-04-26,CHULA VISTA -SDPD OPER SUPP K9,O,M,NO,YES
22-100,2020-0659,OIS,WP,A/C,YES,2021-06-17,2022-04-26,CHULA VISTA -SDPD OPER SUPP K9,O,M,NO,YES
22-101,2021-0314,FORCE,U,A,YES,2021-08-11,2022-05-03,CENTRAL,W,M,NO,YES
22-101,2021-0314,FORCE,E,A,YES,2021-08-11,2022-05-03,CENTRAL,W,M,NO,YES
22-101,2021-0314,OF1 PROCEDURE,S,A,YES,2021-08-11,2022-05-03,CENTRAL,W,M,NO,YES
22-101,2021-0314,OF2 PROCEDURE,S,A,YES,2021-08-11,2022-05-03,CENTRAL,W,M,NO,YES
22-102,2021-0574,ARREST,E,A/C,YES,2022-02-26,2022-05-03,NORTHERN,UNK,UNK,NO,YES
22-103,2020-0478,OIS,WP,A,YES,2021-06-09,2022-05-24,MID-CITY,B,M,NO,YES
22-103,2020-0478,OIS,WP,A,YES,2021-06-09,2022-05-24,MID-CITY,B,M,NO,YES
22-103,2020-0478,OIS,WP,A,YES,2021-06-09,2022-05-24,MID-CITY,B,M,NO,YES
22-103,2020-0478,OIS,WP,A,YES,2021-06-09,2022-05-24,MID-CITY,B,M,NO,YES
22-103,2020-0478,OIS,WP,A,YES,2021-06-09,2022-05-24,MID-CITY,B,M,NO,YES
22-103,2020-0478,OIS,WP,A,YES,2021-06-09,2022-05-24,MID-CITY,B,M,NO,YES
22-103,2020-0478,OIS,WP,A,YES,2021-06-09,2022-05-24,MID-CITY,B,M,NO,YES
22-11,2021-0110,DETENTION,E,A,YES,2021-06-14,2021-07-27,SOUTHEASTERN,B,F,NO,YES
22-12,2021-0118,PROCEDURE,U,A,YES,2021-06-09,2021-07-27,CENTRAL,H,M,NO,YES
22-12,2021-0118,FORCE,E,A,YES,2021-06-09,2021-07-27,CENTRAL,H,M,NO,YES
22-12,2021-0118,PROCEDURE,U,A,YES,2021-06-09,2021-07-27,CENTRAL,H,M,NO,YES
22-13,2021-0132,FORCE,E,A,YES,2021-06-21,2021-07-27,SOUTHEASTERN,W,F,NO,YES
22-14,2020-0438,OIS,WP,A,YES,2021-05-13,2021-08-10,CENTRAL,H,M,NO,YES
22-14,2020-0438,OIS,WP,A,YES,2021-05-13,2021-08-10,CENTRAL,H,M,NO,YES
22-15,2020-0326,ICD,WP,A,YES,2021-06-21,2021-08-10,CENTRAL,W,M,NO,YES
22-15,2020-0326,ICD,WP,A,YES,2021-06-21,2021-08-10,CENTRAL,W,M,NO,YES
22-16,2021-0170,ARREST,E,A,YES,2021-07-08,2021-08-10,WESTERN,H,M,NO,YES
22-16,2021-0170,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-10,WESTERN,H,M,NO,YES
22-16,2021-0170,ARREST,E,A,YES,2021-07-08,2021-08-10,WESTERN,H,M,NO,YES
22-16,2021-0170,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-10,WESTERN,H,M,NO,YES
22-17,2021-0034,DETENTION,E,A,YES,2021-07-08,2021-08-10,WESTERN,H,M,NO,YES
22-17,2021-0034,DETENTION,E,A,YES,2021-07-08,2021-08-10,WESTERN,H,M,NO,YES
22-18,2020-0702,FORCE,E,D/C,NO,2021-01-26,2021-08-10,SANTEE,B,F,YES,YES
22-19,2020-0488,DISCRIMINATION,U,A,YES,2020-12-09,2021-08-10,NORTHERN,W,M,YES,YES
22-19,2020-0488,COURTESY,U,A,YES,2020-12-09,2021-08-10,NORTHERN,W,M,YES,YES
22-20,2020-0724,DETENTION,E,A,YES,2021-05-19,2021-08-17,MID-CITY,B,F,YES,YES
22-20,2020-0724,SEARCH,E,A,YES,2021-05-19,2021-08-17,MID-CITY,B,F,YES,YES
22-20,2020-0724,OF1 PROCEDURE,S,A,YES,2021-05-19,2021-08-17,MID-CITY,B,F,YES,YES
22-20,2020-0724,DETENTION,E,A,YES,2021-05-19,2021-08-17,MID-CITY,B,F,YES,YES
22-20,2020-0724,SEARCH,E,A,YES,2021-05-19,2021-08-17,MID-CITY,B,F,YES,YES
22-20,2020-0724,COURTESY,U,A/C,YES,2021-05-19,2021-08-17,MID-CITY,B,F,YES,YES
22-20,2020-0724,DETENTION,E,A,YES,2021-05-19,2021-08-17,MID-CITY,B,F,YES,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,ARREST,E,A/C,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-21,2019-0873,FORCE,E,A,YES,2020-10-27,2021-08-17,WESTERN,H,F,NO,YES
22-22,2020-0792,ARREST,E,A/C,YES,2021-04-21,2021-08-17,EASTERN,H,F,NO,YES
22-22,2020-0792,OF1 PROCEDURE,S,A,YES,2021-04-21,2021-08-17,EASTERN,H,F,NO,YES
22-22,2020-0792,ARREST,E,A/C,YES,2021-04-21,2021-08-17,EASTERN,H,F,NO,YES
22-22,2020-0792,OF1 PROCEDURE,S,A,YES,2021-04-21,2021-08-17,EASTERN,H,F,NO,YES
22-22,2020-0792,OF2 PROCEDURE,S,A,YES,2021-04-21,2021-08-17,EASTERN,H,F,NO,YES
22-23,2020-0833,DETENTION,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,FORCE,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,PROCEDURE,S,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DETENTION,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,FORCE,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,PROCEDURE,S,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,OF1 PROCEDURE,S,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DETENTION,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,FORCE,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,PROCEDURE,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,OF3 PROCEDURE,S,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DETENTION,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,FORCE,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,PROCEDURE,S,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,OF2 PROCEDURE,S,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DETENTION,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,FORCE,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,PROCEDURE,E,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-23,2020-0833,DISCRIMINATION,U,A,YES,2021-07-08,2021-08-17,EASTERN,B,M,NO,YES
22-24,2021-0074,DETENTION,E,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,SEARCH,U,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,ARREST,E,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,COURTESY,U,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,OF2 PROCEDURE,S,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,DETENTION,E,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,SEARCH,U,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,COURTESY,U,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,OF1 PROCEDURE,S,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,DETENTION,E,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,SEARCH,U,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-24,2021-0074,COURTESY,U,A,YES,2021-08-11,2021-08-24,NORTHERN,W,M,NO,YES
22-25,2020-0725,COURTESY,U,A,YES,2021-06-01,2021-08-24,MID-CITY,B,F,NO,YES
22-25,2020-0725,CRIMINAL CONDUCT,U,A,YES,2021-06-01,2021-08-24,MID-CITY,B,F,NO,YES
22-25,2020-0725,COURTESY,U,A,YES,2021-06-01,2021-08-24,MID-CITY,B,F,NO,YES
22-25,2020-0725,OF1 PROCEDURE,S,A,YES,2021-06-01,2021-08-24,MID-CITY,B,F,NO,YES
22-26,2020-0692,DETENTION,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,PROCEDURE,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,PROCEDURE,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,COURTESY,U,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,COURTESY,U,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,OF1 PROCEDURE,S,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,PROCEDURE,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,COURTESY,U,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,DISCRIMINATION,U,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,PROCEDURE,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,COURTESY,U,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,OF1 PROCEDURE,S,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,DETENTION,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,PROCEDURE,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,PROCEDURE,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,PROCEDURE,E,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,FORCE,U,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-26,2020-0692,COURTESY,U,A,YES,2021-05-12,2021-08-24,SOUTHERN,H,M,NO,YES
22-27,2020-0600,FORCE,E,A,YES,2021-05-26,2021-08-24,CENTRAL,UNK,M,NO,YES
22-28,2020-0761,COURTESY,U,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,ARREST,E,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,CRIMINAL CONDUCT,U,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,OF2 PROCEDURE,S,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,SEARCH,E,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,COURTESY,U,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,ARREST,E,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,SEARCH,S,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,CRIMINAL CONDUCT,U,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,OF1 PROCEDURE,S,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-28,2020-0761,OF3 PROCEDURE,S,A,YES,2021-06-14,2021-08-24,CENTRAL,H,F,NO,YES
22-29,2020-0196,FORCE,U,A,YES,2021-07-13,2021-09-07,SOUTHEASTERN,H,F,YES,YES
22-30,2020-0755,DISCRIMINATION,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,COURTESY,U,A/C,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,PROCEDURE,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,DISCRIMINATION,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,COURTESY,U,A/C,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,PROCEDURE,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,DISCRIMINATION,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,COURTESY,U,A/C,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,PROCEDURE,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,OF1 PROCEDURE,S,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,DISCRIMINATION,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,COURTESY,U,A/C,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,PROCEDURE,U,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-30,2020-0755,OF1 PROCEDURE,S,A,YES,2021-03-24,2021-09-07,NORTHEASTERN,B,F,NO,YES
22-31,2020-0752,PROCEDURE,S,A,YES,2021-07-21,2021-09-07,SOUTHEASTERN,H,M,NO,YES
22-31,2020-0752,PROCEDURE,U,A,YES,2021-07-21,2021-09-07,SOUTHEASTERN,H,M,NO,YES
22-31,2020-0752,DETENTION,E,A,YES,2021-07-21,2021-09-07,SOUTHEASTERN,H,M,NO,YES
22-31,2020-0752,PROCEDURE,U,A,YES,2021-07-21,2021-09-07,SOUTHEASTERN,H,M,NO,YES
22-31,2020-0752,COURTESY,U,A/C,YES,2021-07-21,2021-09-07,SOUTHEASTERN,H,M,NO,YES
22-31,2020-0752,PROCEDURE,U,A,YES,2021-07-21,2021-09-07,SOUTHEASTERN,H,M,NO,YES
22-31,2020-0752,PROCEDURE,U,A,YES,2021-07-21,2021-09-07,SOUTHEASTERN,H,M,NO,YES
22-32,2020-0707,OF5 PROCEDURE,S,A,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,OF5 PROCEDURE,S,A,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,FORCE,E,A/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,OF5 PROCEDURE,S,A,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,FORCE,E,A/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,DISCRIMINATION,U,D/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,OF2 COURTESY,S,A/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,OF4 PROCEDURE,S,A/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,ARREST,E,D/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,FORCE,E,A/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,DISCRIMINATION,NS,D/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,OF1 COURTESY,S,A,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,OF3 PROCEDURE,S,A,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,ARREST,E,D/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,FORCE,E,A/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,DISCRIMINATION,U,A/C,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-32,2020-0707,OF3 PROCEDURE,S,A,YES,2021-03-26,2021-09-21,EASTERN,H,F,YES,YES
22-33,2020-0698,DETENTION,E,A,YES,2021-08-27,2021-09-21,NORTHERN,H,M,NO,YES
22-33,2020-0698,DETENTION,E,A,YES,2021-08-27,2021-09-21,NORTHERN,H,M,NO,YES
22-34,2021-0047,COURTESY,E,A,YES,2021-06-07,2021-09-21,CENTRAL,B,F,YES,YES
22-34,2021-0047,OF1 COURTESY,S,A,YES,2021-06-07,2021-09-21,CENTRAL,B,F,YES,YES
22-34,2021-0047,PROCEDURE,E,A,YES,2021-06-07,2021-09-21,CENTRAL,B,F,YES,YES
22-34,2021-0047,DETENTION,E,A,YES,2021-06-07,2021-09-21,CENTRAL,B,F,YES,YES
22-34,2021-0047,FORCE,E,A,YES,2021-06-07,2021-09-21,CENTRAL,B,F,YES,YES
22-35,2021-0277,DETENTION,E,A,YES,2021-07-28,2021-10-05,WESTERN,W,F,NO,YES
22-35,2021-0277,DETENTION,U,A,YES,2021-07-28,2021-10-05,WESTERN,W,F,NO,YES
22-36,2020-0633,ARREST,E,A,YES,2021-03-15,2021-10-05,CENTRAL,H,M,NO,YES
22-36,2020-0633,ARREST,E,A,YES,2021-03-15,2021-10-05,CENTRAL,H,M,NO,YES
22-37,2020-0567,FORCE,E,A,YES,2021-06-17,2021-10-05,MID-CITY,B,M,NO,YES
22-37,2020-0567,PROCEDURE,E,A,YES,2021-06-17,2021-10-05,MID-CITY,B,M,NO,YES
22-37,2020-0567,DISCRIMINATION,U,A,YES,2021-06-17,2021-10-05,MID-CITY,B,M,NO,YES
22-37,2020-0567,OF1 PROCEDURE,S,A,YES,2021-06-17,2021-10-05,MID-CITY,B,M,NO,YES
22-37,2020-0567,ARREST,E,A,YES,2021-06-17,2021-10-05,MID-CITY,B,M,NO,YES
22-37,2020-0567,FORCE,E,A/C,YES,2021-06-17,2021-10-05,MID-CITY,B,M,NO,YES
